competitor_deity,title,slug,inferred_form,verse_units,parity_status,notes,competitor_url
vishnu,Taittiriya Upanishad Shiksha Valli,taittiriya-upanishad-shiksha-valli,upanishad,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/taittiriya-upanishad-shiksha-valli
kali,Tara Kavacham,tara-kavacham,kavacham,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tara-kavacham
kali,Tara Stotram,tara-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tara-stotram
shiva,Tattva Bodha Key Verses,tattva-bodha-key-verses,other,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tattva-bodha-key-verses
kartikeya,Thiruchendur Stotram,thiruchendur-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/thiruchendur-stotram
krishna,Thiruppavai,thiruppavai,other,30,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/thiruppavai
vishnu,Tirupati Stotram,tirupati-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tirupati-stotram
shiva,Totakashtakam,totakashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/totakashtakam
shiva,Trayodash Shiv Naam (13 Names of Shiva),trayodash-shiv-naam,other,3,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/trayodash-shiv-naam
shiva,Trimbakeshwar Stotram,trimbakeshwar-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/trimbakeshwar-stotram
parvati,Tripura Sundari Ashtakam,tripura-sundari-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tripura-sundari-ashtakam
parvati,Tripura Sundari Kavacham,tripura-sundari-kavacham,kavacham,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tripura-sundari-kavacham
parvati,Tripura Sundari Pancharatnam,tripura-sundari-pancharatnam,pancharatnam,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tripura-sundari-pancharatnam
parvati,Tripura Sundari Sahasranama,tripura-sundari-sahasranama,sahasranama,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tripura-sundari-sahasranama
parvati,Tripura Sundari Stotram,tripura-sundari-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tripura-sundari-stotram
shiva,Tripurantaka Stotram,tripurantaka-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tripurantaka-stotram
vishnu,Tulsi Aarti,tulsi-aarti,aarti,5,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/tulsi-aarti
vishnu,Tulsi Stotram,tulsi-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tulsi-stotram
vishnu,Tulsi Vivah Katha,tulsi-vivah-katha,katha,14,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tulsi-vivah-katha
vishnu,Tulsi Vivah Stotram,tulsi-vivah-stotram,stotram,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/tulsi-vivah-stotram
krishna,Uddhava Gita - Key Verses,uddhava-gita-key-verses,gita,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/uddhava-gita-key-verses
narasimha,Ugra Narasimha Stotram,ugra-narasimha-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ugra-narasimha-stotram
shiva,Uma Maheshwara Stotram,uma-maheshwara-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/uma-maheshwara-stotram
parvati,Uma Stuti,uma-stuti,stuti,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/uma-stuti
surya,Ushas Suktam,ushas-suktam,suktam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/ushas-suktam
lakshmi,Vaibhava Lakshmi Vrat Katha,vaibhava-lakshmi-vrat-katha,katha,16,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vaibhava-lakshmi-vrat-katha
shiva,Vaidyanath Stotram,vaidyanath-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vaidyanath-stotram
rama,Vairagya Sandipani,vairagya-sandipani,other,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vairagya-sandipani
shiva,Vairagya Shatakam,vairagya-shatakam,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vairagya-shatakam
durga,Vaishno Devi Aarti,vaishno-devi-aarti,aarti,9,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/vaishno-devi-aarti
durga,Vaishno Devi Chalisa,vaishno-devi-chalisa,chalisa,40,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/vaishno-devi-chalisa
ganesha,Vakratunda Mahakaya - Ganesh Dhyanam,vakratunda-mahakaya,dhyanam,11,present,High-confidence match to current Aadhyatma content; verify exact edition before deduplication.,https://stotra.vastucart.in/stotra/vakratunda-mahakaya
krishna,Vallabhacharya Ashtakam,vallabhacharya-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vallabhacharya-ashtakam
vishnu,Vamana Stotram,vamana-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vamana-stotram
vishnu,Varaha Stotram,varaha-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/varaha-stotram
lakshmi,Varalakshmi Stotram,varalakshmi-stotram,stotram,14,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/varalakshmi-stotram
vishnu,Varuna Suktam,varuna-suktam,suktam,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/varuna-suktam
vishnu,Vashikaran Nivaran Stotram,vashikaran-nivaran-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vashikaran-nivaran-stotram
vishnu,Vastu Dosh Nivaran Mantra,vastu-dosh-nivaran-mantra,mantra,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vastu-dosh-nivaran-mantra
vishnu,Vastu Purusha Gayatri,vastu-purusha-gayatri,mantra,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vastu-purusha-gayatri
vishnu,Vastu Purusha Stotram,vastu-purusha-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vastu-purusha-stotram
vishnu,Vastu Shanti Stotram,vastu-shanti-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vastu-shanti-stotram
krishna,Vasudeva Ashtakam,vasudeva-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vasudeva-ashtakam
vishnu,Vasudeva Stotram,vasudeva-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vasudeva-stotram
parvati,Vat Savitri Vrat Katha,vat-savitri-vrat-katha,katha,25,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vat-savitri-vrat-katha
shiva,Vedasara Shiva Stotram,vedasara-shiva-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vedasara-shiva-stotram
vishnu,Venkatesha Prapatti,venkatesha-prapatti,other,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/venkatesha-prapatti
vishnu,Venkateswara Stotram,venkateswara-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/venkateswara-stotram
vishnu,Venkateswara Suprabhatam,venkateswara-suprabhatam,other,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/venkateswara-suprabhatam
krishna,Venugeet,venugeet,other,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/venugeet
saraswati,Vidya Prapti Stotram,vidya-prapti-stotram,stotram,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vidya-prapti-stotram
rama,Vinay Patrika - Key Verses,vinay-patrika-key-verses,other,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vinay-patrika-key-verses
ganesha,Vinayaka Chaturthi Vrat Katha,vinayaka-chaturthi-vrat-katha,katha,18,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vinayaka-chaturthi-vrat-katha
durga,Vindhyavasini Stotram,vindhyavasini-stotram,stotram,13,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vindhyavasini-stotram
durga,Vindyeshwari Chalisa,vindyeshwari-chalisa,chalisa,40,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/vindyeshwari-chalisa
shiva,Virupaksha Stotram,virupaksha-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/virupaksha-stotram
vishnu,Vishnu Aarti - Om Jai Lakshmi Ramana,vishnu-aarti,aarti,8,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/vishnu-aarti
vishnu,Vishnu Ashtakam,vishnu-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-ashtakam
vishnu,Vishnu Ashtottara Shatanamavali,vishnu-ashtottara-shatanamavali,namavali,108,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-ashtottara-shatanamavali
vishnu,Vishnu Bhujanga Stotram,vishnu-bhujanga-stotram,stotram,7,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-bhujanga-stotram
vishnu,Vishnu Chalisa,vishnu-chalisa,chalisa,42,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/vishnu-chalisa
vishnu,Vishnu Dhyanam,vishnu-dhyanam,dhyanam,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-dhyanam
vishnu,Vishnu Dwadash Nama Stotram,vishnu-dwadash-nama,namavali,12,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-dwadash-nama
vishnu,Vishnu Gayatri Mantra,vishnu-gayatri,mantra,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-gayatri
vishnu,Vishnu Hridayam,vishnu-hridayam,hridayam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-hridayam
vishnu,Vishnu Kavacham,vishnu-kavacham,kavacham,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-kavacham
vishnu,Vishnu Mangala Stotram,vishnu-mangala-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-mangala-stotram
vishnu,Vishnu Mangalashtakam,vishnu-mangalashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-mangalashtakam
vishnu,Vishnu Padadikeshanta Stotram,vishnu-padadikeshanta-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-padadikeshanta-stotram
vishnu,Vishnu Pancharatnam,vishnu-pancharatnam,pancharatnam,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-pancharatnam
vishnu,Vishnu Panjara Stotram,vishnu-panjara-stotram,stotram,11,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-panjara-stotram
vishnu,Vishnu Sahasranama Dhyanam,vishnu-sahasranama-dhyanam,sahasranama,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-sahasranama-dhyanam
vishnu,Vishnu Sahasranama Phala Shruti,vishnu-sahasranama-phala-shruti,sahasranama,13,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-sahasranama-phala-shruti
vishnu,Vishnu Sahasranama Stotram,vishnu-sahasranama,sahasranama,142,partial,Aadhyatma has only an excerpt or narrower treatment.,https://stotra.vastucart.in/stotra/vishnu-sahasranama
vishnu,Vishnu Shodasha Nama Stotram,vishnu-shodasha-nama,namavali,5,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-shodasha-nama
vishnu,Vishnu Shodashopachara Puja,vishnu-shodashopachara-puja,ritual,16,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-shodashopachara-puja
vishnu,Vishnu Stotram,vishnu-stotram,stotram,15,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-stotram
vishnu,Vishnu Stuti,vishnu-stuti,stuti,9,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-stuti
vishnu,Vishnu Suktam,vishnu-suktam,suktam,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishnu-suktam
vishnu,Vishwakarma Aarti,vishwakarma-aarti,aarti,7,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/vishwakarma-aarti
vishnu,Vishwakarma Chalisa,vishwakarma-chalisa,chalisa,10,handled-separately,See chalisa-aarti-existing-deities.md.,https://stotra.vastucart.in/stotra/vishwakarma-chalisa
shiva,Vishwanatha Ashtakam,vishwanatha-ashtakam,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vishwanatha-ashtakam
rama,Vivaha Panchami Stotram,vivaha-panchami-stotram,stotram,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vivaha-panchami-stotram
parvati,Vivaha Prapti Stotram,vivaha-prapti-stotram,stotram,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vivaha-prapti-stotram
shiva,Vivekachudamani Key Verses,vivekachudamani-key-verses,other,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vivekachudamani-key-verses
krishna,Vrindavan Stuti,vrindavan-stuti,stuti,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/vrindavan-stuti
krishna,Yamuna Stotram,yamuna-stotram,stotram,6,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/yamuna-stotram
krishna,Yamunashtak,yamunashtak,ashtakam,8,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/yamunashtak
rama,Yoga Vasishtha Key Verses,yoga-vasishtha-key-verses,other,10,candidate-unreviewed,Taxonomy lead only; independently source and collate before activation.,https://stotra.vastucart.in/stotra/yoga-vasishtha-key-verses
